Code,Label,unemploy,low_birth_weight,male_exp,fem_exp,obesity,deprivation
E05009842,Norton,2.9,12.6,80.8,86,2,6.5
E05009843,Perryfields,1.7,7,N/A - not available,N/A - not available,1,11.1
E05009844,Rock Hill,4.9,7.5,N/A - not available,N/A - not available,3,26
E05009845,Rubery North,3.4,9.4,83.7,88,1,13.9
E05009846,Rubery South,4.6,3.8,78,79.8,1,11.7
E05009847,Sanders Park,4.7,9.9,79.4,79.5,2,20.4
E05009848,Sidemoor,6.4,5.9,80,83.9,3,22.5
E05009849,Slideslow,1,3.5,87.3,87.9,1,4.3
E05009850,Tardebigge,5.7,4.9,N/A - not available,N/A - not available,2,17.1
E05009851,Wythall East,2.7,N/A - not available,84.5,85.8,1,9.1
E05009852,Wythall West,2.3,7.2,77,80.5,1,14.1
E05009853,Acklam,3.8,6.2,81.1,84.3,1,10.9
E05009854,Ayresome,6.7,5.9,78.1,81.6,1,35.3
E05009855,Berwick Hills & Pallister,10,8.3,72.1,75.6,2,64.1
E05009856,Brambles & Thorntree,11.4,8.8,72.4,75.3,3,69.8
E05009857,Central,11,9.1,69.4,76.4,1,54.4
E05009858,Coulby Newham,4.1,5.5,76.8,80.7,2,29
E05009859,Hemlington,9.8,8.1,74.3,78.2,2,50.3
E05009860,Kader,3,6,80.6,87,1,12.7
E05009861,Ladgate,7.1,8.8,76.9,80.7,2,31.6
E05009862,Linthorpe,5.3,8,75.2,81.9,1,20.4
E05009863,Longlands & Beechwood,9,8.5,70.2,75.8,2,56.2
E05009864,Marton East,2.5,6.1,80.3,84.4,2,11.9
E05009865,Marton West,2.1,8.3,83,82.1,2,8.6
E05009866,Newport,15.5,9.8,71.6,76,1,60.2
E05009867,North Ormesby,23.4,10.9,71.7,73.9,2,75.6
E05009868,Nunthorpe,2.4,2.8,81.7,84.5,2,6.1
E05009869,Park,7.5,6.4,75.1,79.3,1,31.8
E05009870,Park End & Beckfield,9.7,10.6,73.2,79.7,2,56.4
E05009871,Stainton & Thornton,2.9,6,81.9,86.6,1,25.2
E05009872,Trimdon,3.1,6.6,77.9,84,1,12.4
E05009873,Alford,5.6,8.4,78.2,79.4,1,27.9
E05009874,Binbrook,2,10.2,81.7,82.8,1,24.4
E05009875,Burgh le Marsh,4.7,5.2,75.9,85.4,2,25.1
E05009876,Chapel St Leonards,7.3,8.4,73.4,78.7,1,49.3
E05009877,Coningsby & Mareham,3.5,5.6,81.5,84.3,1,18.2
E05009878,Croft,6.1,N/A - not available,79.3,82.8,2,32.2
E05009879,Friskney,4.9,12.8,77.7,85.4,2,38.1
E05009880,Fulstow,2.5,N/A - not available,81.2,87.1,4,N/A - not available
E05009881,Grimoldby,2.2,5.9,82.5,82.5,2,14.9
E05009882,Hagworthingham,3.2,5.5,80,85.2,1,27
E05009883,Halton Holegate,3.3,12.3,80.6,82.8,1,28.3
E05009884,Holton-le-Clay & North Thoresby,2.7,7.8,81.7,84.3,1,11
E05009885,Horncastle,4,6.2,77,83.1,1,18.9
E05009886,Ingoldmells,9.1,5.9,72.1,76.4,1,52.3
E05009887,Legbourne,1.5,4.5,79.9,85.8,2,22.4
E05009888,Mablethorpe,7.8,6.4,73.6,77.3,3,54.3
E05009889,Marshchapel & Somercotes,3.3,6.2,80.5,84.5,2,27
E05009890,North Holme,4.4,9.5,77.6,78.4,1,30.3
E05009891,Priory & St James',5.1,6.4,78.8,82.2,1,22.5
E05009892,Roughton,3.3,11.5,77.6,83.5,1,21.9
E05009893,St Clement's,6.1,9.5,72.8,79.4,1,43.4
E05009894,St Margaret's,3.5,7.5,77.3,78,1,22.9
E05009895,St Mary's,2.6,N/A - not available,82.5,84.5,1,13.3
E05009896,St Michael's,2.4,7.5,78.7,82.7,3,18.3
E05009897,Scarbrough & Seacroft,8.5,8.4,74.2,79,2,44.5
E05009898,Sibsey & Stickney,3.7,5.7,79.4,82.8,4,23.6
E05009899,Spilsby,5.2,8.8,78.7,80.9,5,25.9
E05009900,Sutton on Sea,4.9,6,78.3,81.6,2,34.1
E05009901,Tetford & Donington,2.5,N/A - not available,83.6,81.2,1,22.8
E05009902,Tetney,2.1,N/A - not available,79.4,83.3,1,14.4
E05009903,Trinity,5.5,8.4,77.7,83.5,1,41
E05009904,Wainfleet,6.3,5.4,77.7,80.9,1,48.1
E05009905,Willoughby with Sloothby,3.2,7.7,78.4,84.9,1,34
E05009906,Winthorpe,9.9,6.3,75.1,81.2,1,45.5
E05009907,Withern & Theddlethorpe,3,7.4,79.6,84.8,1,28.7
E05009908,Woodhall Spa,2.3,6.3,81.7,85.6,1,11.2
E05009909,Wragby,3.8,8.5,82.1,82.1,1,25.4
E05009910,Ashdon,1.3,N/A - not available,86,87.7,1,11.3
E05009911,Broad Oak & the Hallingburys,2.5,3.4,85.8,82.8,2,9.4
E05009912,Clavering,1.1,N/A - not available,89.4,90.9,1,6.1
E05009913,Debden & Wimbish,1,6.3,85.6,87.7,1,6.1
E05009914,Elsenham & Henham,3.3,4.4,82.1,87.2,1,5.1
E05009915,Felsted & Stebbing,2.2,10,81,82.7,1,10.3
E05009916,Flitch Green & Little Dunmow,3,5.8,N/A - not available,85.1,1,3.9
E05009917,Great Dunmow North,2.9,3.2,80.8,86.9,1,10.6
E05009918,Great Dunmow South & Barnston,3.3,6.3,79.5,84.3,3,10.8
E05009919,Hatfield Heath,2.8,N/A - not available,86.9,86.9,1,4.7
E05009920,High Easter & the Rodings,2.4,N/A - not available,81.7,N/A - not available,2,16.9
E05009921,"Littlebury, Chesterford & Wenden Lofts",2,3.7,84.1,88.9,2,9.5
E05009922,Newport,2.6,2.3,83,87.4,1,7.7
E05009923,Saffron Walden Audley,2.6,3.1,82.3,87.6,1,5.1
E05009924,Saffron Walden Castle,2.8,6.9,83.4,88.8,1,13
E05009925,Saffron Walden Shire,2.4,5.2,81.5,85.3,1,7.6
E05009926,Stansted North,2.3,4.7,81.6,82.4,1,4.5
E05009927,Stansted South & Birchanger,3.8,7.6,81.9,83.2,1,13.2
E05009928,Stort Valley,2.2,N/A - not available,81.2,87.5,5,10.9
E05009929,Takeley,3.2,5,81.6,85,1,11.9
E05009930,Thaxted & the Eastons,2.7,2.7,82.2,84.2,1,12
E05009931,The Sampfords,1.9,7,84.8,89.5,1,13.5
E05009932,Bourne,4.3,3.7,79.1,81.7,2,22.4
E05009933,Breck,2.9,4,77.4,82.8,1,10
E05009934,Brock with Catterall,1.6,7.7,82,84.9,1,9.1
E05009935,Calder,1.9,N/A - not available,74.7,82.6,1,11.2
E05009936,Carleton,2,5.4,81,86.3,1,9
E05009937,Cleveleys Park,4.4,13,79.6,80.7,2,22.2
E05009938,Garstang,2.1,6.7,79.4,84.4,2,11.2
E05009939,Great Eccleston,2.1,N/A - not available,79.3,84.8,2,13.5
E05009940,Hambleton & Stalmine,2.4,5.6,78.9,82.4,1,11.9
E05009941,Hardhorn with High Cross,3,4.4,82.5,85.9,1,11.5
E05009942,Jubilee,7.6,4.8,74.6,80.2,1,32.6
E05009943,Marsh Mill,3.1,4.7,79,84.4,1,15.9
E05009944,Mount,6.5,9.3,75.6,78.8,2,29.2
E05009945,Park,7.9,8.5,73.3,81.7,4,40.1
E05009946,Pharos,12.3,6.9,71.8,75.4,2,61.3
E05009947,Pheasant's Wood,2.2,7.7,N/A - not available,N/A - not available,1,11.4
E05009948,Pilling,2.6,14.7,80.9,87.2,2,15.6
E05009949,Preesall,4.2,8.2,78.3,81.3,1,20.4
E05009950,Rossall,6.3,5.5,74.5,80.1,1,38.5
E05009951,Stanah,2.3,5.2,79.4,84.5,2,10.5
E05009952,Tithebarn,3.6,6.9,83.1,83.3,2,12.3
E05009953,Victoria & Norcross,2.5,4.4,80.3,86.5,1,13.2
E05009954,Warren,4.9,8.5,75.5,78.6,1,30.6
E05009955,Wyresdale,2,6,83.3,84,1,11.8
E05009956,Ash and New Ash Green,2.8,7.2,82.3,84.1,1,12.6
E05009958,Eynsford,1.7,N/A - not available,N/A - not available,N/A - not available,2,8.5
E05009959,Hartley and Hodsoll Street,2.5,5.2,81.1,83.5,2,8.9
E05009960,Hextable,2.8,5.1,81.5,83.6,1,8.7
E05009961,Leigh and Chiddingstone Causeway,2.7,2.8,81.8,85,1,9.9
E05009962,Otford and Shoreham,2.1,6.4,85.2,89.8,1,10.9
E05009963,"Penshurst, Fordcombe and Chiddingstone",2,N/A - not available,82.9,87.8,1,14.1
E05009964,Swanley Christchurch and Swanley Village,2.8,2.9,81.6,84.2,1,11.5
E05009965,Westerham and Crockham Hill,3.7,7.6,84.2,84,1,12.7
E05009966,Admaston & Bratton,2.1,9.4,85.3,90.8,2,11.6
E05009967,Apley Castle,2.1,5.2,82.9,86.2,2,7
E05009968,Arleston,5.5,5.7,79.4,81.5,1,32
E05009969,Brookside,9.1,7.9,81.6,84.7,1,45.5
E05009970,Church Aston & Lilleshall,1.8,2.5,81.5,83.1,2,9.9
E05009971,College,6,7,79.6,85.1,2,33.2
E05009972,Dawley & Aqueduct,4.6,7.1,77.7,83,1,29
E05009973,Donnington,5.7,7.9,77,81.2,1,31.1
E05009974,Dothill,3.7,6.7,76.5,87.2,1,18.4
E05009975,Edgmond & Ercall Magna,1.4,2.6,80.8,83.2,1,13.6
E05009976,Ercall,2.9,7.6,77,79.2,1,13.2
E05009977,Hadley & Leegomery,5,9.5,76.2,81.9,1,30.9
E05009978,Haygate,6.8,6.3,73.5,79.2,1,34.9
E05009979,Horsehay & Lightmoor,2.9,5.5,77.8,79.1,2,12.5
E05009980,Ironbridge Gorge,3.5,4.8,77,77.5,1,20.3
E05009981,Ketley & Overdale,4,4.6,79.2,82.5,1,22.1
E05009982,Madeley & Sutton Hill,7.8,10.6,76.3,81,1,39.8
E05009983,Malinslee & Dawley Bank,7.4,9.6,74.6,81,2,48.9
E05009984,Muxton,3,6.7,82.9,85.2,1,7.7
E05009985,Newport North & West,2.6,5.8,79.5,83.4,1,11.3
E05009986,Newport South & East,2.3,5.1,82.1,81.6,1,11.8
E05009987,Oakengates & Ketley Bank,5,7.9,76.7,81.9,2,25
E05009988,Park,2.9,7.1,83.3,82.2,1,14.6
E05009989,Priorslee,2.3,3.9,85.1,85.5,1,7.2
E05009990,St Georges,5,10.5,77.3,79.7,3,24.3
E05009991,Shawbirch,2.4,2.6,81.8,86.5,1,9.5
E05009992,The Nedge,5.8,6,78.2,81,1,27.6
E05009993,Woodside,9.7,8.1,74,79.7,1,54.2
E05009994,Wrockwardine,2.6,6.2,82.4,87,1,11.5
E05009995,Wrockwardine Wood & Trench,5.3,5.7,78.9,82.8,2,22.2
E05010015,Broadmead,4.8,4.9,80.2,79,2,24.1
E05010016,Cheriton,4.7,5,80.3,84.2,2,19.3
E05010017,East Folkestone,7.7,4.4,76.1,81.2,1,36
E05010018,Folkestone Central,10.3,6.6,74.5,81.4,1,36.2
E05010019,Folkestone Harbour,10.1,4.7,76.1,82.9,1,40.1
E05010020,Hythe,4,6.5,81.3,84.2,4,15.6
E05010021,Hythe Rural,2.8,3.4,81.3,85,4,19.8
E05010022,New Romney,4.1,6.1,77,84.2,4,20.3
E05010023,North Downs East,3.3,3.6,81.4,83.6,3,14.5
E05010024,North Downs West,2.2,4,82.2,85.7,4,14.6
E05010025,Romney Marsh,4.5,4.4,77.2,82,3,28.1
E05010026,Sandgate & West Folkestone,4.3,4.2,83.5,83.4,3,13.7
E05010027,Walland & Denge Marsh,5.2,2.7,81.6,81.8,5,29.4
E05010044,Appleton Roebuck & Church Fenton,1.4,7.8,82.2,85.3,null - undefined,9.5
E05010045,Barlby Village,1.9,4.9,80.9,86,5,11.7
E05010046,Brayton,1.8,7.8,81.8,84.9,5,7.5
E05010047,Byram & Brotherton,4.9,6.4,80.1,81.3,null - undefined,14.4
E05010048,Camblesforth & Carlton,2.6,9,80.4,83,5,13
E05010049,Cawood & Wistow,2.1,N/A - not available,81.5,84.8,null - undefined,8
E05010050,Derwent,2,4.9,81.1,84.3,null - undefined,7.9
E05010051,Eggborough,3.3,6.1,81.7,83.2,1,14.4
E05010052,Escrick,1.4,8.9,78.8,82.7,3,11.4
E05010053,Hambleton,2.2,8.3,84,85.3,2,5
E05010054,Monk Fryston,2.7,N/A - not available,81.1,88.9,5,4.4
E05010055,Riccall,2.1,9.9,83.8,83.9,5,2.6
E05010056,Selby East,4.7,8.4,76.3,81,5,24.7
E05010057,Selby West,4.9,8.1,79.6,81.3,5,22.9
E05010058,Sherburn in Elmet,2.6,4.9,79.7,82.3,5,10.5
E05010059,South Milford,3.4,8.5,79.6,86.1,5,5.7
E05010060,Tadcaster,2.3,4.7,80.2,85,5,11.2
E05010061,Thorpe Willoughby,2.3,4.9,79.8,85.1,5,8.8
E05010062,Whitley,2.2,5.9,81.5,N/A - not available,5,14
E05010064,Balderton South,4.2,10.8,83.1,85.2,5,15.4
E05010066,Bilsthorpe,3.7,5.8,79.5,82.7,5,23.6
E05010067,Boughton,6.1,7.9,78.4,81.4,5,16.4
E05010068,Bridge,5.7,5.3,75,80.5,5,26.6
E05010070,Collingham,2.6,6.8,79.4,83,5,15
E05010071,Devon,6,6.5,79.1,81.8,5,34.2
E05010072,Dover Beck,1.7,N/A - not available,83.6,85.2,5,6.3
E05010073,Edwinstowe & Clipstone,3.1,7.2,78.1,81.9,5,19.9
E05010075,Farnsfield,1.8,3.5,82.9,89.4,5,6.3
E05010076,Lowdham,1.5,5.3,84.1,88.6,5,11.3
E05010077,Muskham,2.2,9.4,82.8,86.6,5,10.2
E05010078,Ollerton,4.2,7.9,76,80.6,5,33.2
E05010079,Rainworth North & Rufford,3.2,8.9,80.5,83.5,4,19.5
E05010080,Rainworth South & Blidworth,3.8,7,78.4,80,4,28.4
E05010081,Southwell,2,2.4,82.9,84.3,4,6.4
E05010082,Sutton-on-Trent,2.4,4.3,82.4,83,4,15
E05010083,Trent,1.5,N/A - not available,82.2,82.8,4,9.5
E05010090,Appleby,1.4,7.8,82.2,82.3,4,9.3
E05010091,Ashby Castle,0.6,9.1,84.1,87.2,5,5.4
E05010092,Ashby Holywell,3,9,N/A - not available,86,4,15.2
E05010093,Ashby Ivanhoe,2.3,4.2,80.4,86.5,3,12.6
E05010094,Ashby Money Hill,2.5,8,N/A - not available,82.7,4,7.3
E05010095,Ashby Willesley,2.6,6.6,N/A - not available,79.1,4,15.1
E05010096,Ashby Woulds,3,3.9,79.6,81.4,4,18.2
E05010097,Bardon,2.3,7,81.3,83.8,4,7.1
E05010098,Blackfordby,4.3,13.6,78.6,82.3,5,14.2
E05010099,Broom Leys,2.7,7.9,74.7,85.1,4,15.3
E05010100,Castle Donington Castle,2.6,9.2,81.3,80.9,4,17.7
E05010101,Castle Donington Central,2.2,1.9,83.9,85.7,5,7.1
E05010102,Castle Donington Park,3.2,N/A - not available,N/A - not available,N/A - not available,3,N/A - not available
E05010103,Castle Rock,4.9,9.5,79.3,88.7,4,30.6
E05010104,Coalville East,2.1,4.9,81.3,83.1,4,15.4
E05010105,Coalville West,5.7,5.9,75.2,75.8,4,22.8
E05010106,Daleacre Hill,3,4,79.6,85.4,4,10.8
E05010107,Ellistown & Battleflat,2.5,4.6,82,80.9,4,12.6
E05010108,Greenhill,5,8.5,75.2,79.8,5,37.4
E05010109,Hermitage,3.1,4.5,81.5,82.3,4,12.9
E05010110,Holly Hayes,2.7,N/A - not available,80.6,83,4,20.7
E05010111,Hugglescote St John's,2.7,3.8,N/A - not available,N/A - not available,2,12.7
E05010112,Hugglescote St Mary's,2.5,3.4,77.4,86.2,3,9.7
E05010113,Ibstock East,2.8,4.1,77.5,80.5,4,19.6
E05010114,Ibstock West,2.6,5.8,81.2,85.6,5,10.1
E05010115,Kegworth,1.8,N/A - not available,80,86.8,5,7.8
E05010116,Long Whatton & Diseworth,1.8,5.3,81.6,90.2,5,7.9
E05010117,Measham North,2.6,6.5,76.9,85.5,5,8.3
E05010118,Measham South,3.8,7,76.8,84.3,5,17.3
E05010119,Oakthorpe & Donisthorpe,3,5.1,80.6,84.3,5,16.2
E05010120,Ravenstone & Packington,1.6,6.2,80.4,90.6,5,9.7
E05010121,Sence Valley,2.6,N/A - not available,82.8,85.2,5,12.9
E05010122,Snibston North,3.5,2.9,78.4,82.8,5,11.4
E05010123,Snibston South,4.1,6,79.9,79.2,5,20.9
E05010124,Thornborough,2,9.2,N/A - not available,82.6,5,6.9
E05010125,Thringstone,4.6,5.1,78.1,80.4,5,19
E05010126,Valley,2.4,6.7,80.9,86,5,16.2
E05010127,Worthington & Breedon,1.8,8,81.2,84.1,5,13.5
E05010128,Allington & Strete,2.5,16.4,82.5,84.5,5,19.5
E05010129,Bickleigh & Cornwood,2.3,4.6,77.7,85.1,5,14.7
E05010130,Blackawton & Stoke Fleming,2.9,N/A - not available,83.7,86.9,5,16.8
E05010131,Charterlands,2.6,3,83.4,84.8,5,13.4
E05010132,Dartington & Staverton,4.1,6,82.9,83.2,5,15.7
E05010133,Dartmouth & East Dart,3.2,4.3,81.7,86.6,5,13.9
E05010134,Ermington & Ugborough,2,6.3,80,86.6,5,15.5
E05010135,Ivybridge East,2.6,8.8,80.6,84.1,5,7.9
E05010136,Ivybridge West,2.4,6.3,82.6,84.1,5,8.2
E05010137,Kingsbridge,3.1,5.5,81.8,84.7,5,16.1
E05010138,Loddiswell & Aveton Gifford,2.9,3.1,84,87.1,5,17.1
E05010139,Marldon & Littlehempston,3.1,N/A - not available,79.2,86,5,9.9
E05010140,Newton & Yealmpton,2.8,7.3,83.2,86.9,5,11.3
E05010141,Salcombe & Thurlestone,2.8,2.1,82.7,87.5,5,12.8
E05010142,South Brent,3.1,5.8,82.4,82.5,5,18.8
E05010143,Stokenham,2.6,8.1,86,86.6,5,14.1
E05010144,Totnes,5.1,6.8,79,85.4,5,19.2
E05010145,Wembury & Brixton,2.4,3.9,81.1,86.5,5,9.9
E05010146,West Dart,2.9,6,83.8,84.2,5,16.3
E05010147,Woolwell,1.8,5.6,79,78.1,5,4.6
E05010148,Aveland,2.8,8.3,81.2,83,5,20.9
E05010149,Belmont,2.7,2.7,79.4,86.7,5,6.8
E05010150,Belvoir,2.2,5.8,82.9,84.9,5,12.4
E05010151,Bourne Austerby,2.4,5.8,79.4,82.4,5,7.7
E05010152,Bourne East,3.3,4.7,79.1,84,5,14.7
E05010153,Bourne West,2.9,5.6,80.6,83.1,2,6.8
E05010154,Casewick,2.4,4.1,80,87.5,1,5.3
E05010155,Castle,2.3,N/A - not available,79.4,88.7,1,16.2
E05010156,Deeping St James,2.9,5.3,80.3,85.5,2,7.8
E05010157,Dole Wood,2.5,N/A - not available,82.3,86.1,2,6.4
E05010158,Glen,1.8,5.6,84.4,92.1,1,13.2
E05010159,Grantham Arnoldfield,2.4,4.3,78.7,80.5,2,5.6
E05010160,Grantham Barrowby Gate,3.2,5.8,81.2,84,2,10
E05010161,Grantham Earlesfield,9.1,7.8,77.7,81.8,2,35.9
E05010162,Grantham Harrowby,5.9,4,78,80.6,2,30.6
E05010163,Grantham St Vincent's,7.2,6.6,77.4,82.1,1,18.3
E05010164,Grantham St Wulfram's,6,3.3,77.1,80.2,1,17.7
E05010165,Grantham Springfield,4.7,6,79.2,82.3,1,19.7
E05010166,Isaac Newton,3.8,4.9,81.5,82.6,2,16.3
E05010167,Lincrest,2,N/A - not available,84.4,86.5,1,14.4
E05010168,Loveden Heath,2.6,3.9,82.7,84.6,1,13.5
E05010169,Market & West Deeping,3.8,5,82.8,85.2,2,11.4
E05010170,Morton,2.7,5.4,84.9,85,2,10.8
E05010171,Peascliffe & Ridgeway,3.3,5.8,81.5,86.1,2,11.6
E05010172,Stamford All Saints,3.5,7.4,80.9,83.3,3,12.3
E05010173,Stamford St George's,4.3,9.1,79.5,84.7,3,13.8
E05010174,Stamford St John's,1.9,4,84.2,87.8,3,3.5
E05010175,Stamford St Mary's,4.1,3.6,81.8,84.1,3,13.2
E05010176,Toller,2.9,4.8,82.1,84,3,17.1
E05010177,Viking,2.2,5.9,83.7,86.7,3,9.6
E05010178,Alcester Town,4.4,7.5,78.1,84,4,16.7
E05010179,Alcester & Rural,1.9,12.7,80.3,82.6,4,7.2
E05010180,Avenue,3.9,7.2,76.1,82.5,3,17.5
E05010181,Bidford East,3.2,3.5,80.8,82.6,4,14.8
E05010182,Bidford West & Salford,3.2,9,79.7,82.9,4,11.8
E05010183,Bishop's Itchington,2.4,5.5,85,90.2,3,12
E05010184,Bishopton,3.5,9.4,79.9,82.9,4,9.6
E05010185,Brailes & Compton,2.1,7.9,86.4,88.6,3,15.8
E05010186,Bridgetown,2.8,5.3,82.3,89,4,7.4
E05010187,Clopton,5.8,N/A - not available,80.9,83.4,3,N/A - not available
E05010188,Ettington,1.9,3.9,81,87.4,3,9.1
E05010189,Guildhall,3.5,9.1,81.6,85,4,16.8
E05010190,Harbury,2.7,8.6,83.3,87.5,3,11.2
E05010191,Hathaway,5.1,4.9,80.9,82.7,3,18.6
E05010192,Henley-in-Arden,2.8,5.2,79.4,84.2,3,13.1
E05010193,Kineton,2.6,3.5,79.6,81.3,4,12.1
E05010194,Kinwarton,2.6,4.4,84.6,90.1,3,11.9
E05010195,Long Itchington & Stockton,3,4,82.2,84,3,11
E05010196,Napton & Fenny Compton,1.9,N/A - not available,83,85.5,2,12
E05010197,Quinton,3.4,4.2,82.6,82.1,5,11.2
E05010198,Red Horse,2.6,10,82.6,87.8,5,11.2
E05010199,Shipston North,2.8,10.5,81.1,86.9,4,11.1
E05010200,Shipston South,3.1,4,81.3,84.7,3,8.1
E05010201,Shottery,1.7,7,83.8,86.6,3,5.4
E05010202,Snitterfield,2,9.1,84.4,91,3,9.9
E05010203,Southam North,3.1,4.4,79.4,87.1,4,11.5
E05010204,Southam South,2.7,6.3,80.1,80.9,3,7.3
E05010205,Studley with Mappleborough Green,3.3,N/A - not available,81.4,83.9,2,12.5
E05010206,Studley with Sambourne,3.6,9.9,79.9,85.5,5,15.4
E05010207,Tanworth-in-Arden,1.9,2.7,85.4,85.7,4,11.9
E05010208,Tiddington,2.8,7.4,81.2,85.2,2,5.3
E05010209,Welcombe,2.9,9.4,81.6,85.8,3,9.1
E05010210,Welford-on-Avon,2.5,3.4,81.3,86.3,4,12.2
E05010211,Wellesbourne East,3,7.1,78,84.9,3,10.6
E05010212,Wellesbourne West,3,15.6,80.7,87.3,4,13.2
E05010213,Wotton Wawen,2.7,10.7,82.4,84.4,3,13.7
E05010214,Bamber Bridge East,4.1,6.2,78.2,80.1,4,24.1
E05010215,Bamber Bridge West,4.7,7.9,77.3,81.6,3,21.9
E05010216,Broad Oak,2,4.1,81.1,86.9,4,6.8
E05010217,Broadfield,4.3,6.3,78.9,83.1,3,26.5
E05010218,Buckshaw & Worden,1.8,4.8,83.3,87.9,4,8.2
E05010219,Charnock,3.7,5.5,77.7,86.9,3,14.7
E05010220,Coupe Green & Gregson Lane,1.9,7.7,82.9,91.1,3,9.8
E05010221,Earnshaw Bridge,3.4,12,78.1,82.2,5,26.6
E05010222,Farington East,2.4,3.8,78.6,86.6,3,14.1
E05010223,Farington West,2.1,5.3,78,84.2,2,11.7
E05010224,Hoole,2.2,4.9,83.5,85.4,4,8.9
E05010225,Howick & Priory,1.6,3.9,81.3,84.8,3,6.4
E05010226,Leyland Central,3.5,5.5,79.4,84.6,4,16.4
E05010227,Longton & Hutton West,2,5.3,83,84,3,5.2
E05010228,Lostock Hall,3.1,6.8,79.9,80.9,4,14.4
E05010229,Middleforth,4.1,6.4,79.5,82.4,3,22.3
E05010230,Moss Side,3.3,7.1,80.5,85.3,3,14.9
E05010231,New Longton & Hutton East,2,2.3,82.2,83.4,3,7.5
E05010232,St Ambrose,3,4.8,80.2,82.7,4,20.4
E05010233,Samlesbury & Walton,2.7,6.8,79.9,86.9,4,17.8
E05010234,Seven Stars,5.9,9.9,75.5,82.4,3,36.6
E05010235,Walton-le-Dale East,2.6,5.8,79.7,84.5,1,6.5
E05010236,Walton-le-Dale West,1.9,7.9,81.4,79.8,1,10.4
E05010237,All Saints & Wayland,2.1,5.6,80.5,85.5,1,24.8
E05010238,Ashill,2.6,4.2,83.9,84.3,1,21.9
E05010239,Bedingfeld,2.3,5.1,77,82.2,1,20.3
E05010240,Attleborough Burgh & Haverscroft,3.5,5.7,81.3,84.5,1,12.9
E05010241,Attleborough Queens & Besthorpe,2.8,4.1,78.8,82.3,1,13.9
E05010242,Dereham Neatherd,3.9,7.2,81.4,83.8,1,22.1
E05010243,Dereham Toftwood,2.8,6.4,83,88,1,13.4
E05010244,Dereham Withburga,5,8.6,79.3,86.1,1,26.6
E05010245,Forest,2.2,4.8,81.8,83.1,1,18.5
E05010246,Guiltcross,2.3,4.1,83.7,85.5,1,17.2
E05010247,Harling & Heathlands,2.4,8,80.5,85,1,12
E05010248,Hermitage,3.2,4.7,82.4,85.7,1,21.1
E05010249,Launditch,2.5,6,80.2,85.3,1,20
E05010250,Lincoln,2,8.2,82.2,84,1,17.2
E05010251,Mattishall,2.3,6.9,80.4,85.4,1,15.3
E05010252,Nar Valley,3.4,13.9,80,84.3,1,20.1
E05010253,Necton,2.4,10,80,91.4,1,15.7
E05010254,Saham Toney,2.8,6.8,77.2,82.8,1,17.7
E05010255,Shipdham-with-Scarning,2.3,3.9,79.8,82,1,11.8
E05010256,Swaffham,4.7,6.9,77,82,1,26.7
E05010257,The Buckenhams & Banham,2.3,6.7,80,82.9,1,17.2
E05010258,Thetford Boudica,3,4.2,80.6,85.2,1,14
E05010259,Thetford Burrell,5.4,7.4,76.6,84.1,3,32
E05010260,Thetford Castle,2.9,6.9,80.5,81.4,2,14.8
E05010261,Thetford Priory,5.1,8.2,79,85.4,2,30
E05010262,Upper Wensum,2.9,9.3,79.9,86.5,1,19.3
E05010263,Watton,2.8,6.1,77.8,84.3,3,18.8
E05010276,Backwell,1.6,3.4,84.9,88.4,1,6.2
E05010277,Banwell & Winscombe,2.3,4,81.2,84,2,10.9
E05010278,Blagdon & Churchill,2.3,7,83.5,86.3,3,7
E05010279,Clevedon East,3.7,3.5,78.2,83.1,3,13.7
E05010280,Clevedon South,2.6,7.2,81.2,87.8,3,13.5
E05010281,Clevedon Walton,2.3,5.7,80.1,82.4,2,6.5
E05010282,Clevedon West,2.6,5.2,78.9,83.5,3,11.6
E05010283,Clevedon Yeo,1.9,5.2,84.9,N/A - not available,2,8.1
E05010284,Congresbury & Puxton,2.8,3.3,81.6,87.7,2,11.2
E05010285,Gordano Valley,1.5,4.3,83.7,92.2,3,8.2
E05010286,Hutton & Locking,3.1,3.9,83.7,85.6,2,13.3
E05010287,Long Ashton,2,3.6,81.4,85.7,3,7.2
E05010288,Nailsea Golden Valley,1.3,3.6,85.4,89.4,3,4.3
E05010289,Nailsea West End,2.3,3.4,82.5,87.5,1,13
E05010290,Nailsea Yeo,2.8,6.5,76.9,85,2,10.3
E05010291,Nailsea Youngwood,2.3,N/A - not available,80.7,84.7,3,6.7
E05010292,Pill,2.7,3.4,81,82.8,2,13.1
E05010293,Portishead East,1.8,3.7,81.1,82.5,2,5.8
E05010294,Portishead North,1.8,N/A - not available,83.8,87.9,2,5.6
E05010295,Portishead South,2.1,4.8,83.2,85.8,3,6.8
E05010296,Portishead West,2.4,6.7,80.3,86.3,3,8.2
E05010297,Weston-super-Mare South,8.7,7.8,76.7,79.3,3,52.8
E05010298,Weston-super-Mare Central,9.2,4.3,71.5,78.2,3,45.8
E05010299,Weston-super-Mare Hillside,6.3,4.1,74.9,82.2,3,29.1
E05010300,Weston-super-Mare Kewstoke,3.3,2.9,81.7,85.4,4,15.3
E05010301,Weston-super-Mare Mid Worle,4.3,4,79.7,85.9,4,17.8
E05010302,Weston-super-Mare Milton,3.9,5.8,80.9,84.8,2,21.7
E05010303,Weston-super-Mare North Worle,2.6,3.3,82.6,87.1,3,11
